AD_num,reported,candidate,party,votes,scrape_time
AD   68,95.95%,Jose M. Serrano,(Democratic),17280,2024-11-07_14:17:57.454302
AD   68,95.95%,Tanya Carmichael,(Republican),3395,2024-11-07_14:17:57.454302
AD   68,95.95%,Tanya Carmichael,(Conservative),354,2024-11-07_14:17:57.454302
AD   68,95.95%,Jose M. Serrano,(Working Families),1538,2024-11-07_14:17:57.454302
AD   68,95.95%,WRITE-IN,,57,2024-11-07_14:17:57.454302
AD   73,99.00%,Jose M. Serrano,(Democratic),1863,2024-11-07_14:17:57.454302
AD   73,99.00%,Tanya Carmichael,(Republican),535,2024-11-07_14:17:57.454302
AD   73,99.00%,Tanya Carmichael,(Conservative),24,2024-11-07_14:17:57.454302
AD   73,99.00%,Jose M. Serrano,(Working Families),148,2024-11-07_14:17:57.454302
AD   73,99.00%,WRITE-IN,,1,2024-11-07_14:17:57.454302
AD   76,99.00%,Jose M. Serrano,(Democratic),4291,2024-11-07_14:17:57.454302
AD   76,99.00%,Tanya Carmichael,(Republican),1114,2024-11-07_14:17:57.454302
AD   76,99.00%,Tanya Carmichael,(Conservative),54,2024-11-07_14:17:57.454302
AD   76,99.00%,Jose M. Serrano,(Working Families),339,2024-11-07_14:17:57.454302
AD   76,99.00%,WRITE-IN,,5,2024-11-07_14:17:57.454302
AD   77,97.87%,Jose M. Serrano,(Democratic),6277,2024-11-07_14:17:57.454302
AD   77,97.87%,Tanya Carmichael,(Republican),1682,2024-11-07_14:17:57.454302
AD   77,97.87%,Tanya Carmichael,(Conservative),151,2024-11-07_14:17:57.454302
AD   77,97.87%,Jose M. Serrano,(Working Families),337,2024-11-07_14:17:57.454302
AD   77,97.87%,WRITE-IN,,22,2024-11-07_14:17:57.454302
AD   79,94.74%,Jose M. Serrano,(Democratic),2975,2024-11-07_14:17:57.454302
AD   79,94.74%,Tanya Carmichael,(Republican),481,2024-11-07_14:17:57.454302
AD   79,94.74%,Tanya Carmichael,(Conservative),64,2024-11-07_14:17:57.454302
AD   79,94.74%,Jose M. Serrano,(Working Families),169,2024-11-07_14:17:57.454302
AD   79,94.74%,WRITE-IN,,3,2024-11-07_14:17:57.454302
AD   84,98.75%,Jose M. Serrano,(Democratic),16837,2024-11-07_14:17:57.454302
AD   84,98.75%,Tanya Carmichael,(Republican),3898,2024-11-07_14:17:57.454302
AD   84,98.75%,Tanya Carmichael,(Conservative),419,2024-11-07_14:17:57.454302
AD   84,98.75%,Jose M. Serrano,(Working Families),1332,2024-11-07_14:17:57.454302
AD   84,98.75%,WRITE-IN,,41,2024-11-07_14:17:57.454302
AD   85,96.00%,Jose M. Serrano,(Democratic),4183,2024-11-07_14:17:57.454302
AD   85,96.00%,Tanya Carmichael,(Republican),684,2024-11-07_14:17:57.454302
AD   85,96.00%,Tanya Carmichael,(Conservative),103,2024-11-07_14:17:57.454302
AD   85,96.00%,Jose M. Serrano,(Working Families),249,2024-11-07_14:17:57.454302
AD   85,96.00%,WRITE-IN,,9,2024-11-07_14:17:57.454302
Total,,Jose M. Serrano,(Democratic),53706,2024-11-07_14:17:57.454302
Total,,Tanya Carmichael,(Republican),11789,2024-11-07_14:17:57.454302
Total,,Tanya Carmichael,(Conservative),1169,2024-11-07_14:17:57.454302
Total,,Jose M. Serrano,(Working Families),4112,2024-11-07_14:17:57.454302
Total,,WRITE-IN,,138,2024-11-07_14:17:57.454302
