ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED   21,99.00%,J. Gustavo Rivera,(Democratic),303,AD 77,2024-11-07_14:18:03.451437
ED   21,99.00%,Dion J. Powell,(Republican),75,AD 77,2024-11-07_14:18:03.451437
ED   21,99.00%,Dion J. Powell,(Conservative),2,AD 77,2024-11-07_14:18:03.451437
ED   21,99.00%,J. Gustavo Rivera,(Working Families),20,AD 77,2024-11-07_14:18:03.451437
ED   21,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:18:03.451437
ED   22,85.71%,J. Gustavo Rivera,(Democratic),225,AD 77,2024-11-07_14:18:03.451437
ED   22,85.71%,Dion J. Powell,(Republican),62,AD 77,2024-11-07_14:18:03.451437
ED   22,85.71%,Dion J. Powell,(Conservative),3,AD 77,2024-11-07_14:18:03.451437
ED   22,85.71%,J. Gustavo Rivera,(Working Families),8,AD 77,2024-11-07_14:18:03.451437
ED   22,85.71%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:03.451437
ED   23,85.71%,J. Gustavo Rivera,(Democratic),362,AD 77,2024-11-07_14:18:03.451437
ED   23,85.71%,Dion J. Powell,(Republican),93,AD 77,2024-11-07_14:18:03.451437
ED   23,85.71%,Dion J. Powell,(Conservative),5,AD 77,2024-11-07_14:18:03.451437
ED   23,85.71%,J. Gustavo Rivera,(Working Families),15,AD 77,2024-11-07_14:18:03.451437
ED   23,85.71%,WRITE-IN,&nbsp,2,AD 77,2024-11-07_14:18:03.451437
ED   24,99.00%,J. Gustavo Rivera,(Democratic),370,AD 77,2024-11-07_14:18:03.451437
ED   24,99.00%,Dion J. Powell,(Republican),86,AD 77,2024-11-07_14:18:03.451437
ED   24,99.00%,Dion J. Powell,(Conservative),9,AD 77,2024-11-07_14:18:03.451437
ED   24,99.00%,J. Gustavo Rivera,(Working Families),17,AD 77,2024-11-07_14:18:03.451437
ED   24,99.00%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:03.451437
Total,,J. Gustavo Rivera,(Democratic),1260,AD 77,2024-11-07_14:18:03.451437
Total,,Dion J. Powell,(Republican),316,AD 77,2024-11-07_14:18:03.451437
Total,,Dion J. Powell,(Conservative),19,AD 77,2024-11-07_14:18:03.451437
Total,,J. Gustavo Rivera,(Working Families),60,AD 77,2024-11-07_14:18:03.451437
Total,,WRITE-IN,&nbsp,3,AD 77,2024-11-07_14:18:03.451437
ED    3,99.00%,J. Gustavo Rivera,(Democratic),392,AD 78,2024-11-07_14:18:03.451437
ED    3,99.00%,Dion J. Powell,(Republican),95,AD 78,2024-11-07_14:18:03.451437
ED    3,99.00%,Dion J. Powell,(Conservative),5,AD 78,2024-11-07_14:18:03.451437
ED    3,99.00%,J. Gustavo Rivera,(Working Families),24,AD 78,2024-11-07_14:18:03.451437
ED    3,99.00%,WRITE-IN,&nbsp,0,AD 78,2024-11-07_14:18:03.451437
ED    4,99.00%,J. Gustavo Rivera,(Democratic),353,AD 78,2024-11-07_14:18:03.451437
ED    4,99.00%,Dion J. Powell,(Republican),65,AD 78,2024-11-07_14:18:03.451437
ED    4,99.00%,Dion J. Powell,(Conservative),9,AD 78,2024-11-07_14:18:03.451437
ED    4,99.00%,J. Gustavo Rivera,(Working Families),15,AD 78,2024-11-07_14:18:03.451437
