ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    2,99.00%,Hemalee J. Patel,(Democratic),563,AD 44,2024-11-07_14:19:39.306101
ED    2,99.00%,Jacob Zelmanovitz,(Democratic),470,AD 44,2024-11-07_14:19:39.306101
ED    2,99.00%,Benjamin J. Lieberman,(Conservative),137,AD 44,2024-11-07_14:19:39.306101
ED    2,99.00%,Jacob Zelmanovitz,(Conservative),104,AD 44,2024-11-07_14:19:39.306101
ED    2,99.00%,WRITE-IN,&nbsp,11,AD 44,2024-11-07_14:19:39.306101
ED   32,90.00%,Hemalee J. Patel,(Democratic),782,AD 44,2024-11-07_14:19:39.306101
ED   32,90.00%,Jacob Zelmanovitz,(Democratic),703,AD 44,2024-11-07_14:19:39.306101
ED   32,90.00%,Benjamin J. Lieberman,(Conservative),75,AD 44,2024-11-07_14:19:39.306101
ED   32,90.00%,Jacob Zelmanovitz,(Conservative),51,AD 44,2024-11-07_14:19:39.306101
ED   32,90.00%,WRITE-IN,&nbsp,0,AD 44,2024-11-07_14:19:39.306101
ED   33,92.31%,Hemalee J. Patel,(Democratic),736,AD 44,2024-11-07_14:19:39.306101
ED   33,92.31%,Jacob Zelmanovitz,(Democratic),657,AD 44,2024-11-07_14:19:39.306101
ED   33,92.31%,Benjamin J. Lieberman,(Conservative),88,AD 44,2024-11-07_14:19:39.306101
ED   33,92.31%,Jacob Zelmanovitz,(Conservative),57,AD 44,2024-11-07_14:19:39.306101
ED   33,92.31%,WRITE-IN,&nbsp,8,AD 44,2024-11-07_14:19:39.306101
ED   34,90.00%,Hemalee J. Patel,(Democratic),436,AD 44,2024-11-07_14:19:39.306101
ED   34,90.00%,Jacob Zelmanovitz,(Democratic),385,AD 44,2024-11-07_14:19:39.306101
ED   34,90.00%,Benjamin J. Lieberman,(Conservative),45,AD 44,2024-11-07_14:19:39.306101
ED   34,90.00%,Jacob Zelmanovitz,(Conservative),30,AD 44,2024-11-07_14:19:39.306101
ED   34,90.00%,WRITE-IN,&nbsp,5,AD 44,2024-11-07_14:19:39.306101
ED   35,91.67%,Hemalee J. Patel,(Democratic),459,AD 44,2024-11-07_14:19:39.306101
ED   35,91.67%,Jacob Zelmanovitz,(Democratic),386,AD 44,2024-11-07_14:19:39.306101
ED   35,91.67%,Benjamin J. Lieberman,(Conservative),60,AD 44,2024-11-07_14:19:39.306101
ED   35,91.67%,Jacob Zelmanovitz,(Conservative),55,AD 44,2024-11-07_14:19:39.306101
ED   35,91.67%,WRITE-IN,&nbsp,2,AD 44,2024-11-07_14:19:39.306101
ED   36,91.67%,Hemalee J. Patel,(Democratic),763,AD 44,2024-11-07_14:19:39.306101
ED   36,91.67%,Jacob Zelmanovitz,(Democratic),678,AD 44,2024-11-07_14:19:39.306101
ED   36,91.67%,Benjamin J. Lieberman,(Conservative),132,AD 44,2024-11-07_14:19:39.306101
ED   36,91.67%,Jacob Zelmanovitz,(Conservative),103,AD 44,2024-11-07_14:19:39.306101
ED   36,91.67%,WRITE-IN,&nbsp,4,AD 44,2024-11-07_14:19:39.306101
ED   37,91.67%,Hemalee J. Patel,(Democratic),729,AD 44,2024-11-07_14:19:39.306101
ED   37,91.67%,Jacob Zelmanovitz,(Democratic),649,AD 44,2024-11-07_14:19:39.306101
ED   37,91.67%,Benjamin J. Lieberman,(Conservative),109,AD 44,2024-11-07_14:19:39.306101
ED   37,91.67%,Jacob Zelmanovitz,(Conservative),87,AD 44,2024-11-07_14:19:39.306101
ED   37,91.67%,WRITE-IN,&nbsp,12,AD 44,2024-11-07_14:19:39.306101
ED   38,91.67%,Hemalee J. Patel,(Democratic),746,AD 44,2024-11-07_14:19:39.306101
ED   38,91.67%,Jacob Zelmanovitz,(Democratic),698,AD 44,2024-11-07_14:19:39.306101
