ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    1,99.00%,Andrea S. Morse,(Democratic),319,AD 46,2024-11-13_13:13:19.069212
ED    1,99.00%,Nicole Malliotakis,(Republican),225,AD 46,2024-11-13_13:13:19.069212
ED    1,99.00%,Nicole Malliotakis,(Conservative),45,AD 46,2024-11-13_13:13:19.069212
ED    1,99.00%,WRITE-IN,&nbsp,2,AD 46,2024-11-13_13:13:19.069212
ED    2,88.89%,Andrea S. Morse,(Democratic),368,AD 46,2024-11-13_13:13:19.069212
ED    2,88.89%,Nicole Malliotakis,(Republican),178,AD 46,2024-11-13_13:13:19.069212
ED    2,88.89%,Nicole Malliotakis,(Conservative),24,AD 46,2024-11-13_13:13:19.069212
ED    2,88.89%,WRITE-IN,&nbsp,2,AD 46,2024-11-13_13:13:19.069212
ED    3,99.00%,Andrea S. Morse,(Democratic),481,AD 46,2024-11-13_13:13:19.069212
ED    3,99.00%,Nicole Malliotakis,(Republican),189,AD 46,2024-11-13_13:13:19.069212
ED    3,99.00%,Nicole Malliotakis,(Conservative),46,AD 46,2024-11-13_13:13:19.069212
ED    3,99.00%,WRITE-IN,&nbsp,5,AD 46,2024-11-13_13:13:19.069212
ED    4,99.00%,Andrea S. Morse,(Democratic),429,AD 46,2024-11-13_13:13:19.069212
ED    4,99.00%,Nicole Malliotakis,(Republican),214,AD 46,2024-11-13_13:13:19.069212
ED    4,99.00%,Nicole Malliotakis,(Conservative),41,AD 46,2024-11-13_13:13:19.069212
ED    4,99.00%,WRITE-IN,&nbsp,0,AD 46,2024-11-13_13:13:19.069212
ED    5,99.00%,Andrea S. Morse,(Democratic),420,AD 46,2024-11-13_13:13:19.069212
ED    5,99.00%,Nicole Malliotakis,(Republican),309,AD 46,2024-11-13_13:13:19.069212
ED    5,99.00%,Nicole Malliotakis,(Conservative),56,AD 46,2024-11-13_13:13:19.069212
ED    5,99.00%,WRITE-IN,&nbsp,2,AD 46,2024-11-13_13:13:19.069212
ED    6,99.00%,Andrea S. Morse,(Democratic),365,AD 46,2024-11-13_13:13:19.069212
ED    6,99.00%,Nicole Malliotakis,(Republican),413,AD 46,2024-11-13_13:13:19.069212
ED    6,99.00%,Nicole Malliotakis,(Conservative),53,AD 46,2024-11-13_13:13:19.069212
ED    6,99.00%,WRITE-IN,&nbsp,2,AD 46,2024-11-13_13:13:19.069212
ED    7,99.00%,Andrea S. Morse,(Democratic),396,AD 46,2024-11-13_13:13:19.069212
ED    7,99.00%,Nicole Malliotakis,(Republican),320,AD 46,2024-11-13_13:13:19.069212
ED    7,99.00%,Nicole Malliotakis,(Conservative),48,AD 46,2024-11-13_13:13:19.069212
ED    7,99.00%,WRITE-IN,&nbsp,2,AD 46,2024-11-13_13:13:19.069212
ED    8,99.00%,Andrea S. Morse,(Democratic),347,AD 46,2024-11-13_13:13:19.069212
ED    8,99.00%,Nicole Malliotakis,(Republican),239,AD 46,2024-11-13_13:13:19.069212
ED    8,99.00%,Nicole Malliotakis,(Conservative),38,AD 46,2024-11-13_13:13:19.069212
ED    8,99.00%,WRITE-IN,&nbsp,2,AD 46,2024-11-13_13:13:19.069212
ED    9,37.50%,Andrea S. Morse,(Democratic),274,AD 46,2024-11-13_13:13:19.069212
ED    9,37.50%,Nicole Malliotakis,(Republican),129,AD 46,2024-11-13_13:13:19.069212
ED    9,37.50%,Nicole Malliotakis,(Conservative),25,AD 46,2024-11-13_13:13:19.069212
ED    9,37.50%,WRITE-IN,&nbsp,1,AD 46,2024-11-13_13:13:19.069212
ED   10,99.00%,Andrea S. Morse,(Democratic),482,AD 46,2024-11-13_13:13:19.069212
ED   10,99.00%,Nicole Malliotakis,(Republican),269,AD 46,2024-11-13_13:13:19.069212
ED   10,99.00%,Nicole Malliotakis,(Conservative),46,AD 46,2024-11-13_13:13:19.069212
ED   10,99.00%,WRITE-IN,&nbsp,10,AD 46,2024-11-13_13:13:19.069212
ED   11,37.50%,Andrea S. Morse,(Democratic),121,AD 46,2024-11-13_13:13:19.069212
ED   11,37.50%,Nicole Malliotakis,(Republican),79,AD 46,2024-11-13_13:13:19.069212
ED   11,37.50%,Nicole Malliotakis,(Conservative),5,AD 46,2024-11-13_13:13:19.069212
ED   11,37.50%,WRITE-IN,&nbsp,1,AD 46,2024-11-13_13:13:19.069212
ED   12,99.00%,Andrea S. Morse,(Democratic),521,AD 46,2024-11-13_13:13:19.069212
ED   12,99.00%,Nicole Malliotakis,(Republican),398,AD 46,2024-11-13_13:13:19.069212
ED   12,99.00%,Nicole Malliotakis,(Conservative),61,AD 46,2024-11-13_13:13:19.069212
ED   12,99.00%,WRITE-IN,&nbsp,2,AD 46,2024-11-13_13:13:19.069212
ED   13,99.00%,Andrea S. Morse,(Democratic),490,AD 46,2024-11-13_13:13:19.069212
ED   13,99.00%,Nicole Malliotakis,(Republican),369,AD 46,2024-11-13_13:13:19.069212
ED   13,99.00%,Nicole Malliotakis,(Conservative),61,AD 46,2024-11-13_13:13:19.069212
ED   13,99.00%,WRITE-IN,&nbsp,2,AD 46,2024-11-13_13:13:19.069212
ED   14,99.00%,Andrea S. Morse,(Democratic),509,AD 46,2024-11-13_13:13:19.069212
ED   14,99.00%,Nicole Malliotakis,(Republican),334,AD 46,2024-11-13_13:13:19.069212
ED   14,99.00%,Nicole Malliotakis,(Conservative),50,AD 46,2024-11-13_13:13:19.069212
ED   14,99.00%,WRITE-IN,&nbsp,5,AD 46,2024-11-13_13:13:19.069212
ED   15,37.50%,Andrea S. Morse,(Democratic),181,AD 46,2024-11-13_13:13:19.069212
ED   15,37.50%,Nicole Malliotakis,(Republican),163,AD 46,2024-11-13_13:13:19.069212
ED   15,37.50%,Nicole Malliotakis,(Conservative),14,AD 46,2024-11-13_13:13:19.069212
ED   15,37.50%,WRITE-IN,&nbsp,0,AD 46,2024-11-13_13:13:19.069212
ED   16,99.00%,Andrea S. Morse,(Democratic),444,AD 46,2024-11-13_13:13:19.069212
ED   16,99.00%,Nicole Malliotakis,(Republican),265,AD 46,2024-11-13_13:13:19.069212
ED   16,99.00%,Nicole Malliotakis,(Conservative),47,AD 46,2024-11-13_13:13:19.069212
ED   16,99.00%,WRITE-IN,&nbsp,8,AD 46,2024-11-13_13:13:19.069212
ED   17,37.50%,Andrea S. Morse,(Democratic),177,AD 46,2024-11-13_13:13:19.069212
ED   17,37.50%,Nicole Malliotakis,(Republican),91,AD 46,2024-11-13_13:13:19.069212
ED   17,37.50%,Nicole Malliotakis,(Conservative),22,AD 46,2024-11-13_13:13:19.069212
ED   17,37.50%,WRITE-IN,&nbsp,3,AD 46,2024-11-13_13:13:19.069212
ED   18,37.50%,Andrea S. Morse,(Democratic),204,AD 46,2024-11-13_13:13:19.069212
ED   18,37.50%,Nicole Malliotakis,(Republican),119,AD 46,2024-11-13_13:13:19.069212
ED   18,37.50%,Nicole Malliotakis,(Conservative),29,AD 46,2024-11-13_13:13:19.069212
ED   18,37.50%,WRITE-IN,&nbsp,2,AD 46,2024-11-13_13:13:19.069212
ED   19,99.00%,Andrea S. Morse,(Democratic),434,AD 46,2024-11-13_13:13:19.069212
ED   19,99.00%,Nicole Malliotakis,(Republican),374,AD 46,2024-11-13_13:13:19.069212
ED   19,99.00%,Nicole Malliotakis,(Conservative),54,AD 46,2024-11-13_13:13:19.069212
ED   19,99.00%,WRITE-IN,&nbsp,3,AD 46,2024-11-13_13:13:19.069212
ED   20,99.00%,Andrea S. Morse,(Democratic),489,AD 46,2024-11-13_13:13:19.069212
ED   20,99.00%,Nicole Malliotakis,(Republican),377,AD 46,2024-11-13_13:13:19.069212
ED   20,99.00%,Nicole Malliotakis,(Conservative),72,AD 46,2024-11-13_13:13:19.069212
ED   20,99.00%,WRITE-IN,&nbsp,3,AD 46,2024-11-13_13:13:19.069212
ED   21,99.00%,Andrea S. Morse,(Democratic),91,AD 46,2024-11-13_13:13:19.069212
ED   21,99.00%,Nicole Malliotakis,(Republican),53,AD 46,2024-11-13_13:13:19.069212
ED   21,99.00%,Nicole Malliotakis,(Conservative),16,AD 46,2024-11-13_13:13:19.069212
ED   21,99.00%,WRITE-IN,&nbsp,1,AD 46,2024-11-13_13:13:19.069212
ED   22,99.00%,Andrea S. Morse,(Democratic),344,AD 46,2024-11-13_13:13:19.069212
ED   22,99.00%,Nicole Malliotakis,(Republican),323,AD 46,2024-11-13_13:13:19.069212
ED   22,99.00%,Nicole Malliotakis,(Conservative),55,AD 46,2024-11-13_13:13:19.069212
ED   22,99.00%,WRITE-IN,&nbsp,3,AD 46,2024-11-13_13:13:19.069212
ED   23,99.00%,Andrea S. Morse,(Democratic),198,AD 46,2024-11-13_13:13:19.069212
ED   23,99.00%,Nicole Malliotakis,(Republican),443,AD 46,2024-11-13_13:13:19.069212
ED   23,99.00%,Nicole Malliotakis,(Conservative),61,AD 46,2024-11-13_13:13:19.069212
ED   23,99.00%,WRITE-IN,&nbsp,4,AD 46,2024-11-13_13:13:19.069212
ED   24,99.00%,Andrea S. Morse,(Democratic),118,AD 46,2024-11-13_13:13:19.069212
