AD_num,reported,candidate,party,votes,scrape_time
AD   23,97.71%,Alan J. Schiff,(Democratic),16504,2024-11-07_14:16:29.549554
AD   23,97.71%,Delsia G. Marshall,(Democratic),15099,2024-11-07_14:16:29.549554
AD   23,97.71%,Sandra M. Munoz,(Democratic),16062,2024-11-07_14:16:29.549554
AD   23,97.71%,Lumarie Maldonado-Cruz,(Democratic),17854,2024-11-07_14:16:29.549554
AD   23,97.71%,Claudia Lanzetta,(Democratic),14977,2024-11-07_14:16:29.549554
AD   23,97.71%,Andrea S. Ogle,(Democratic),17543,2024-11-07_14:16:29.549554
AD   23,97.71%,John C. Katsanos,(Democratic),17416,2024-11-07_14:16:29.549554
AD   23,97.71%,Alan J. Schiff,(Republican),19522,2024-11-07_14:16:29.549554
AD   23,97.71%,Gary Muraca,(Republican),19842,2024-11-07_14:16:29.549554
AD   23,97.71%,Kathy Wu Parrino,(Republican),19474,2024-11-07_14:16:29.549554
AD   23,97.71%,Claudia Lanzetta,(Republican),18718,2024-11-07_14:16:29.549554
AD   23,97.71%,Alan J. Schiff,(Conservative),1687,2024-11-07_14:16:29.549554
AD   23,97.71%,Gary Muraca,(Conservative),1767,2024-11-07_14:16:29.549554
AD   23,97.71%,Kathy Wu Parrino,(Conservative),1784,2024-11-07_14:16:29.549554
AD   23,97.71%,Claudia Lanzetta,(Conservative),1647,2024-11-07_14:16:29.549554
AD   23,97.71%,WRITE-IN,,1627,2024-11-07_14:16:29.549554
AD   24,96.80%,Alan J. Schiff,(Democratic),19976,2024-11-07_14:16:29.549554
AD   24,96.80%,Delsia G. Marshall,(Democratic),18610,2024-11-07_14:16:29.549554
AD   24,96.80%,Sandra M. Munoz,(Democratic),19283,2024-11-07_14:16:29.549554
AD   24,96.80%,Lumarie Maldonado-Cruz,(Democratic),20772,2024-11-07_14:16:29.549554
AD   24,96.80%,Claudia Lanzetta,(Democratic),18340,2024-11-07_14:16:29.549554
AD   24,96.80%,Andrea S. Ogle,(Democratic),20420,2024-11-07_14:16:29.549554
AD   24,96.80%,John C. Katsanos,(Democratic),20169,2024-11-07_14:16:29.549554
AD   24,96.80%,Alan J. Schiff,(Republican),11286,2024-11-07_14:16:29.549554
