ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    1,99.00%,Alan J. Schiff,(Democratic),218,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Delsia G. Marshall,(Democratic),196,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Sandra M. Munoz,(Democratic),202,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Lumarie Maldonado-Cruz,(Democratic),265,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Claudia Lanzetta,(Democratic),205,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Andrea S. Ogle,(Democratic),284,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,John C. Katsanos,(Democratic),288,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Alan J. Schiff,(Republican),714,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Gary Muraca,(Republican),783,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Kathy Wu Parrino,(Republican),772,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Claudia Lanzetta,(Republican),705,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Alan J. Schiff,(Conservative),134,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Gary Muraca,(Conservative),146,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Kathy Wu Parrino,(Conservative),147,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,Claudia Lanzetta,(Conservative),133,AD 23,2024-11-07_14:06:30.837684
ED    1,99.00%,WRITE-IN,&nbsp,51,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Alan J. Schiff,(Democratic),208,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Delsia G. Marshall,(Democratic),187,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Sandra M. Munoz,(Democratic),197,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Lumarie Maldonado-Cruz,(Democratic),266,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Claudia Lanzetta,(Democratic),193,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Andrea S. Ogle,(Democratic),274,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,John C. Katsanos,(Democratic),279,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Alan J. Schiff,(Republican),677,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Gary Muraca,(Republican),721,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Kathy Wu Parrino,(Republican),715,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Claudia Lanzetta,(Republican),667,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Alan J. Schiff,(Conservative),103,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Gary Muraca,(Conservative),118,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Kathy Wu Parrino,(Conservative),117,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,Claudia Lanzetta,(Conservative),95,AD 23,2024-11-07_14:06:30.837684
ED    2,99.00%,WRITE-IN,&nbsp,43,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Alan J. Schiff,(Democratic),85,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Delsia G. Marshall,(Democratic),76,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Sandra M. Munoz,(Democratic),88,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Lumarie Maldonado-Cruz,(Democratic),100,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Claudia Lanzetta,(Democratic),75,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Andrea S. Ogle,(Democratic),110,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,John C. Katsanos,(Democratic),109,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Alan J. Schiff,(Republican),228,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Gary Muraca,(Republican),242,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Kathy Wu Parrino,(Republican),233,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Claudia Lanzetta,(Republican),224,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Alan J. Schiff,(Conservative),36,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Gary Muraca,(Conservative),37,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Kathy Wu Parrino,(Conservative),39,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,Claudia Lanzetta,(Conservative),35,AD 23,2024-11-07_14:06:30.837684
ED    3,99.00%,WRITE-IN,&nbsp,15,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Alan J. Schiff,(Democratic),315,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Delsia G. Marshall,(Democratic),279,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Sandra M. Munoz,(Democratic),293,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Lumarie Maldonado-Cruz,(Democratic),363,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Claudia Lanzetta,(Democratic),295,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Andrea S. Ogle,(Democratic),368,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,John C. Katsanos,(Democratic),383,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Alan J. Schiff,(Republican),681,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Gary Muraca,(Republican),709,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Kathy Wu Parrino,(Republican),685,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Claudia Lanzetta,(Republican),669,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Alan J. Schiff,(Conservative),57,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Gary Muraca,(Conservative),60,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Kathy Wu Parrino,(Conservative),55,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,Claudia Lanzetta,(Conservative),48,AD 23,2024-11-07_14:06:30.837684
ED    4,99.00%,WRITE-IN,&nbsp,38,AD 23,2024-11-07_14:06:30.837684
ED    5,99.00%,Alan J. Schiff,(Democratic),272,AD 23,2024-11-07_14:06:30.837684
