ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    1,99.00%,Matthew Mobilia,(Democratic),543,AD 63,2024-11-07_14:08:49.038984
ED    1,99.00%,Sam T. Pirozzolo,(Republican),141,AD 63,2024-11-07_14:08:49.038984
ED    1,99.00%,Sam T. Pirozzolo,(Conservative),19,AD 63,2024-11-07_14:08:49.038984
ED    1,99.00%,WRITE-IN,&nbsp,3,AD 63,2024-11-07_14:08:49.038984
ED    2,99.00%,Matthew Mobilia,(Democratic),375,AD 63,2024-11-07_14:08:49.038984
ED    2,99.00%,Sam T. Pirozzolo,(Republican),231,AD 63,2024-11-07_14:08:49.038984
ED    2,99.00%,Sam T. Pirozzolo,(Conservative),20,AD 63,2024-11-07_14:08:49.038984
ED    2,99.00%,WRITE-IN,&nbsp,3,AD 63,2024-11-07_14:08:49.038984
ED    3,99.00%,Matthew Mobilia,(Democratic),224,AD 63,2024-11-07_14:08:49.038984
ED    3,99.00%,Sam T. Pirozzolo,(Republican),283,AD 63,2024-11-07_14:08:49.038984
ED    3,99.00%,Sam T. Pirozzolo,(Conservative),26,AD 63,2024-11-07_14:08:49.038984
ED    3,99.00%,WRITE-IN,&nbsp,2,AD 63,2024-11-07_14:08:49.038984
ED    4,99.00%,Matthew Mobilia,(Democratic),387,AD 63,2024-11-07_14:08:49.038984
ED    4,99.00%,Sam T. Pirozzolo,(Republican),375,AD 63,2024-11-07_14:08:49.038984
ED    4,99.00%,Sam T. Pirozzolo,(Conservative),35,AD 63,2024-11-07_14:08:49.038984
ED    4,99.00%,WRITE-IN,&nbsp,2,AD 63,2024-11-07_14:08:49.038984
ED    5,99.00%,Matthew Mobilia,(Democratic),392,AD 63,2024-11-07_14:08:49.038984
ED    5,99.00%,Sam T. Pirozzolo,(Republican),381,AD 63,2024-11-07_14:08:49.038984
ED    5,99.00%,Sam T. Pirozzolo,(Conservative),35,AD 63,2024-11-07_14:08:49.038984
ED    5,99.00%,WRITE-IN,&nbsp,1,AD 63,2024-11-07_14:08:49.038984
ED    6,99.00%,Matthew Mobilia,(Democratic),410,AD 63,2024-11-07_14:08:49.038984
ED    6,99.00%,Sam T. Pirozzolo,(Republican),538,AD 63,2024-11-07_14:08:49.038984
ED    6,99.00%,Sam T. Pirozzolo,(Conservative),58,AD 63,2024-11-07_14:08:49.038984
ED    6,99.00%,WRITE-IN,&nbsp,13,AD 63,2024-11-07_14:08:49.038984
