ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED   10,99.00%,Elizabeth J. Newton,(Democratic),543,AD 24,2024-11-07_14:19:45.259827
ED   10,99.00%,WRITE-IN,&nbsp,1,AD 24,2024-11-07_14:19:45.259827
ED   13,99.00%,Elizabeth J. Newton,(Democratic),489,AD 24,2024-11-07_14:19:45.259827
ED   13,99.00%,WRITE-IN,&nbsp,8,AD 24,2024-11-07_14:19:45.259827
ED   17,99.00%,Elizabeth J. Newton,(Democratic),82,AD 24,2024-11-07_14:19:45.259827
ED   17,99.00%,WRITE-IN,&nbsp,1,AD 24,2024-11-07_14:19:45.259827
ED   18,99.00%,Elizabeth J. Newton,(Democratic),305,AD 24,2024-11-07_14:19:45.259827
ED   18,99.00%,WRITE-IN,&nbsp,4,AD 24,2024-11-07_14:19:45.259827
ED   19,99.00%,Elizabeth J. Newton,(Democratic),406,AD 24,2024-11-07_14:19:45.259827
ED   19,99.00%,WRITE-IN,&nbsp,6,AD 24,2024-11-07_14:19:45.259827
ED   20,99.00%,Elizabeth J. Newton,(Democratic),162,AD 24,2024-11-07_14:19:45.259827
ED   20,99.00%,WRITE-IN,&nbsp,3,AD 24,2024-11-07_14:19:45.259827
ED   21,99.00%,Elizabeth J. Newton,(Democratic),292,AD 24,2024-11-07_14:19:45.259827
ED   21,99.00%,WRITE-IN,&nbsp,9,AD 24,2024-11-07_14:19:45.259827
ED   23,99.00%,Elizabeth J. Newton,(Democratic),347,AD 24,2024-11-07_14:19:45.259827
ED   23,99.00%,WRITE-IN,&nbsp,7,AD 24,2024-11-07_14:19:45.259827
ED   24,99.00%,Elizabeth J. Newton,(Democratic),254,AD 24,2024-11-07_14:19:45.259827
ED   24,99.00%,WRITE-IN,&nbsp,12,AD 24,2024-11-07_14:19:45.259827
ED   25,99.00%,Elizabeth J. Newton,(Democratic),143,AD 24,2024-11-07_14:19:45.259827
ED   25,99.00%,WRITE-IN,&nbsp,1,AD 24,2024-11-07_14:19:45.259827
ED   26,99.00%,Elizabeth J. Newton,(Democratic),295,AD 24,2024-11-07_14:19:45.259827
ED   26,99.00%,WRITE-IN,&nbsp,4,AD 24,2024-11-07_14:19:45.259827
ED   27,99.00%,Elizabeth J. Newton,(Democratic),225,AD 24,2024-11-07_14:19:45.259827
ED   27,99.00%,WRITE-IN,&nbsp,5,AD 24,2024-11-07_14:19:45.259827
ED   28,99.00%,Elizabeth J. Newton,(Democratic),257,AD 24,2024-11-07_14:19:45.259827
ED   28,99.00%,WRITE-IN,&nbsp,10,AD 24,2024-11-07_14:19:45.259827
ED   29,99.00%,Elizabeth J. Newton,(Democratic),488,AD 24,2024-11-07_14:19:45.259827
ED   29,99.00%,WRITE-IN,&nbsp,3,AD 24,2024-11-07_14:19:45.259827
