ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    1,99.00%,Brenda L. Rivera,(Democratic),438,AD 77,2024-11-07_14:19:35.196016
ED    1,99.00%,WRITE-IN,&nbsp,3,AD 77,2024-11-07_14:19:35.196016
ED    2,99.00%,Brenda L. Rivera,(Democratic),539,AD 77,2024-11-07_14:19:35.196016
ED    2,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:19:35.196016
ED    3,99.00%,Brenda L. Rivera,(Democratic),498,AD 77,2024-11-07_14:19:35.196016
ED    3,99.00%,WRITE-IN,&nbsp,2,AD 77,2024-11-07_14:19:35.196016
ED    4,83.33%,Brenda L. Rivera,(Democratic),102,AD 77,2024-11-07_14:19:35.196016
ED    4,83.33%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:19:35.196016
ED    5,99.00%,Brenda L. Rivera,(Democratic),482,AD 77,2024-11-07_14:19:35.196016
ED    5,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:19:35.196016
ED    6,99.00%,Brenda L. Rivera,(Democratic),455,AD 77,2024-11-07_14:19:35.196016
ED    6,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:19:35.196016
ED    7,99.00%,Brenda L. Rivera,(Democratic),513,AD 77,2024-11-07_14:19:35.196016
ED    7,99.00%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:19:35.196016
ED    8,99.00%,Brenda L. Rivera,(Democratic),407,AD 77,2024-11-07_14:19:35.196016
ED    8,99.00%,WRITE-IN,&nbsp,4,AD 77,2024-11-07_14:19:35.196016
ED    9,99.00%,Brenda L. Rivera,(Democratic),506,AD 77,2024-11-07_14:19:35.196016
ED    9,99.00%,WRITE-IN,&nbsp,4,AD 77,2024-11-07_14:19:35.196016
ED   10,99.00%,Brenda L. Rivera,(Democratic),494,AD 77,2024-11-07_14:19:35.196016
ED   10,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:19:35.196016
ED   11,99.00%,Brenda L. Rivera,(Democratic),484,AD 77,2024-11-07_14:19:35.196016
ED   11,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:19:35.196016
ED   12,99.00%,Brenda L. Rivera,(Democratic),496,AD 77,2024-11-07_14:19:35.196016
ED   12,99.00%,WRITE-IN,&nbsp,4,AD 77,2024-11-07_14:19:35.196016
ED   13,99.00%,Brenda L. Rivera,(Democratic),534,AD 77,2024-11-07_14:19:35.196016
ED   13,99.00%,WRITE-IN,&nbsp,2,AD 77,2024-11-07_14:19:35.196016
ED   14,99.00%,Brenda L. Rivera,(Democratic),460,AD 77,2024-11-07_14:19:35.196016
ED   14,99.00%,WRITE-IN,&nbsp,2,AD 77,2024-11-07_14:19:35.196016
ED   15,99.00%,Brenda L. Rivera,(Democratic),33,AD 77,2024-11-07_14:19:35.196016
ED   15,99.00%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:19:35.196016
ED   16,99.00%,Brenda L. Rivera,(Democratic),97,AD 77,2024-11-07_14:19:35.196016
ED   16,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:19:35.196016
ED   17,99.00%,Brenda L. Rivera,(Democratic),326,AD 77,2024-11-07_14:19:35.196016
ED   17,99.00%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:19:35.196016
ED   18,99.00%,Brenda L. Rivera,(Democratic),328,AD 77,2024-11-07_14:19:35.196016
ED   18,99.00%,WRITE-IN,&nbsp,3,AD 77,2024-11-07_14:19:35.196016
ED   19,99.00%,Brenda L. Rivera,(Democratic),394,AD 77,2024-11-07_14:19:35.196016
