ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED   54,99.00%,David Aiken,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   54,99.00%,Shanel Thomas-Henry,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   54,99.00%,Erycka Montoya,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   54,99.00%,Yanna M. Henriquez,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   54,99.00%,WRITE-IN,&nbsp,0,AD 27,2025-07-02_13:53:39.688336
ED   58,99.00%,David Aiken,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   58,99.00%,Shanel Thomas-Henry,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   58,99.00%,Erycka Montoya,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   58,99.00%,Yanna M. Henriquez,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   58,99.00%,WRITE-IN,&nbsp,0,AD 27,2025-07-02_13:53:39.688336
ED   60,99.00%,David Aiken,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   60,99.00%,Shanel Thomas-Henry,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   60,99.00%,Erycka Montoya,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   60,99.00%,Yanna M. Henriquez,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   60,99.00%,WRITE-IN,&nbsp,0,AD 27,2025-07-02_13:53:39.688336
ED   61,99.00%,David Aiken,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   61,99.00%,Shanel Thomas-Henry,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   61,99.00%,Erycka Montoya,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   61,99.00%,Yanna M. Henriquez,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   61,99.00%,WRITE-IN,&nbsp,0,AD 27,2025-07-02_13:53:39.688336
ED   67,99.00%,David Aiken,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   67,99.00%,Shanel Thomas-Henry,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   67,99.00%,Erycka Montoya,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   67,99.00%,Yanna M. Henriquez,(Democratic),0,AD 27,2025-07-02_13:53:39.688336
ED   67,99.00%,WRITE-IN,&nbsp,0,AD 27,2025-07-02_13:53:39.688336
Total,,David Aiken,(Democratic),-,AD 27,2025-07-02_13:53:39.688336
Total,,Shanel Thomas-Henry,(Democratic),-,AD 27,2025-07-02_13:53:39.688336
Total,,Erycka Montoya,(Democratic),-,AD 27,2025-07-02_13:53:39.688336
Total,,Yanna M. Henriquez,(Democratic),-,AD 27,2025-07-02_13:53:39.688336
Total,,WRITE-IN,&nbsp,-,AD 27,2025-07-02_13:53:39.688336
ED    2,99.00%,David Aiken,(Democratic),9,AD 34,2025-07-02_13:53:39.688336
ED    2,99.00%,Shanel Thomas-Henry,(Democratic),9,AD 34,2025-07-02_13:53:39.688336
ED    2,99.00%,Erycka Montoya,(Democratic),13,AD 34,2025-07-02_13:53:39.688336
ED    2,99.00%,Yanna M. Henriquez,(Democratic),11,AD 34,2025-07-02_13:53:39.688336
ED    2,99.00%,WRITE-IN,&nbsp,2,AD 34,2025-07-02_13:53:39.688336
ED   10,99.00%,David Aiken,(Democratic),32,AD 34,2025-07-02_13:53:39.688336
ED   10,99.00%,Shanel Thomas-Henry,(Democratic),28,AD 34,2025-07-02_13:53:39.688336
ED   10,99.00%,Erycka Montoya,(Democratic),54,AD 34,2025-07-02_13:53:39.688336
ED   10,99.00%,Yanna M. Henriquez,(Democratic),55,AD 34,2025-07-02_13:53:39.688336
ED   10,99.00%,WRITE-IN,&nbsp,5,AD 34,2025-07-02_13:53:39.688336
ED   11,87.50%,David Aiken,(Democratic),21,AD 34,2025-07-02_13:53:39.688336
ED   11,87.50%,Shanel Thomas-Henry,(Democratic),10,AD 34,2025-07-02_13:53:39.688336
ED   11,87.50%,Erycka Montoya,(Democratic),22,AD 34,2025-07-02_13:53:39.688336
ED   11,87.50%,Yanna M. Henriquez,(Democratic),31,AD 34,2025-07-02_13:53:39.688336
ED   11,87.50%,WRITE-IN,&nbsp,0,AD 34,2025-07-02_13:53:39.688336
ED   26,99.00%,David Aiken,(Democratic),10,AD 34,2025-07-02_13:53:39.688336
ED   26,99.00%,Shanel Thomas-Henry,(Democratic),8,AD 34,2025-07-02_13:53:39.688336
ED   26,99.00%,Erycka Montoya,(Democratic),16,AD 34,2025-07-02_13:53:39.688336
ED   26,99.00%,Yanna M. Henriquez,(Democratic),10,AD 34,2025-07-02_13:53:39.688336
ED   26,99.00%,WRITE-IN,&nbsp,0,AD 34,2025-07-02_13:53:39.688336
ED   28,87.50%,David Aiken,(Democratic),18,AD 34,2025-07-02_13:53:39.688336
ED   28,87.50%,Shanel Thomas-Henry,(Democratic),9,AD 34,2025-07-02_13:53:39.688336
ED   28,87.50%,Erycka Montoya,(Democratic),22,AD 34,2025-07-02_13:53:39.688336
ED   28,87.50%,Yanna M. Henriquez,(Democratic),32,AD 34,2025-07-02_13:53:39.688336
ED   28,87.50%,WRITE-IN,&nbsp,2,AD 34,2025-07-02_13:53:39.688336
ED   35,85.71%,David Aiken,(Democratic),16,AD 34,2025-07-02_13:53:39.688336
ED   35,85.71%,Shanel Thomas-Henry,(Democratic),10,AD 34,2025-07-02_13:53:39.688336
ED   35,85.71%,Erycka Montoya,(Democratic),34,AD 34,2025-07-02_13:53:39.688336
ED   35,85.71%,Yanna M. Henriquez,(Democratic),28,AD 34,2025-07-02_13:53:39.688336
ED   35,85.71%,WRITE-IN,&nbsp,0,AD 34,2025-07-02_13:53:39.688336
ED   50,99.00%,David Aiken,(Democratic),7,AD 34,2025-07-02_13:53:39.688336
ED   50,99.00%,Shanel Thomas-Henry,(Democratic),2,AD 34,2025-07-02_13:53:39.688336
ED   50,99.00%,Erycka Montoya,(Democratic),23,AD 34,2025-07-02_13:53:39.688336
ED   50,99.00%,Yanna M. Henriquez,(Democratic),10,AD 34,2025-07-02_13:53:39.688336
ED   50,99.00%,WRITE-IN,&nbsp,1,AD 34,2025-07-02_13:53:39.688336
ED   52,99.00%,David Aiken,(Democratic),61,AD 34,2025-07-02_13:53:39.688336
ED   52,99.00%,Shanel Thomas-Henry,(Democratic),49,AD 34,2025-07-02_13:53:39.688336
ED   52,99.00%,Erycka Montoya,(Democratic),96,AD 34,2025-07-02_13:53:39.688336
ED   52,99.00%,Yanna M. Henriquez,(Democratic),76,AD 34,2025-07-02_13:53:39.688336
ED   52,99.00%,WRITE-IN,&nbsp,2,AD 34,2025-07-02_13:53:39.688336
ED   54,99.00%,David Aiken,(Democratic),25,AD 34,2025-07-02_13:53:39.688336
ED   54,99.00%,Shanel Thomas-Henry,(Democratic),16,AD 34,2025-07-02_13:53:39.688336
ED   54,99.00%,Erycka Montoya,(Democratic),46,AD 34,2025-07-02_13:53:39.688336
ED   54,99.00%,Yanna M. Henriquez,(Democratic),40,AD 34,2025-07-02_13:53:39.688336
ED   54,99.00%,WRITE-IN,&nbsp,1,AD 34,2025-07-02_13:53:39.688336
ED   55,99.00%,David Aiken,(Democratic),8,AD 34,2025-07-02_13:53:39.688336
ED   55,99.00%,Shanel Thomas-Henry,(Democratic),7,AD 34,2025-07-02_13:53:39.688336
ED   55,99.00%,Erycka Montoya,(Democratic),20,AD 34,2025-07-02_13:53:39.688336
ED   55,99.00%,Yanna M. Henriquez,(Democratic),13,AD 34,2025-07-02_13:53:39.688336
ED   55,99.00%,WRITE-IN,&nbsp,1,AD 34,2025-07-02_13:53:39.688336
ED   56,99.00%,David Aiken,(Democratic),36,AD 34,2025-07-02_13:53:39.688336
ED   56,99.00%,Shanel Thomas-Henry,(Democratic),23,AD 34,2025-07-02_13:53:39.688336
ED   56,99.00%,Erycka Montoya,(Democratic),44,AD 34,2025-07-02_13:53:39.688336
ED   56,99.00%,Yanna M. Henriquez,(Democratic),53,AD 34,2025-07-02_13:53:39.688336
ED   56,99.00%,WRITE-IN,&nbsp,0,AD 34,2025-07-02_13:53:39.688336
ED   57,99.00%,David Aiken,(Democratic),2,AD 34,2025-07-02_13:53:39.688336
ED   57,99.00%,Shanel Thomas-Henry,(Democratic),0,AD 34,2025-07-02_13:53:39.688336
ED   57,99.00%,Erycka Montoya,(Democratic),4,AD 34,2025-07-02_13:53:39.688336
ED   57,99.00%,Yanna M. Henriquez,(Democratic),5,AD 34,2025-07-02_13:53:39.688336
ED   57,99.00%,WRITE-IN,&nbsp,0,AD 34,2025-07-02_13:53:39.688336
Total,,David Aiken,(Democratic),245,AD 34,2025-07-02_13:53:39.688336
Total,,Shanel Thomas-Henry,(Democratic),171,AD 34,2025-07-02_13:53:39.688336
Total,,Erycka Montoya,(Democratic),394,AD 34,2025-07-02_13:53:39.688336
Total,,Yanna M. Henriquez,(Democratic),364,AD 34,2025-07-02_13:53:39.688336
Total,,WRITE-IN,&nbsp,14,AD 34,2025-07-02_13:53:39.688336
ED    4,99.00%,David Aiken,(Democratic),29,AD 35,2025-07-02_13:53:39.688336
ED    4,99.00%,Shanel Thomas-Henry,(Democratic),61,AD 35,2025-07-02_13:53:39.688336
ED    4,99.00%,Erycka Montoya,(Democratic),34,AD 35,2025-07-02_13:53:39.688336
ED    4,99.00%,Yanna M. Henriquez,(Democratic),18,AD 35,2025-07-02_13:53:39.688336
ED    4,99.00%,WRITE-IN,&nbsp,1,AD 35,2025-07-02_13:53:39.688336
ED    5,99.00%,David Aiken,(Democratic),37,AD 35,2025-07-02_13:53:39.688336
ED    5,99.00%,Shanel Thomas-Henry,(Democratic),104,AD 35,2025-07-02_13:53:39.688336
ED    5,99.00%,Erycka Montoya,(Democratic),22,AD 35,2025-07-02_13:53:39.688336
