ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    1,99.00%,Marcela Mitaynes,(Democratic),235,AD 51,2024-11-07_14:18:41.351729
ED    1,99.00%,Erik S. Frankel,(Republican),127,AD 51,2024-11-07_14:18:41.351729
ED    1,99.00%,Erik S. Frankel,(Conservative),18,AD 51,2024-11-07_14:18:41.351729
ED    1,99.00%,Marcela Mitaynes,(Working Families),49,AD 51,2024-11-07_14:18:41.351729
ED    1,99.00%,WRITE-IN,&nbsp,4,AD 51,2024-11-07_14:18:41.351729
ED    2,99.00%,Marcela Mitaynes,(Democratic),222,AD 51,2024-11-07_14:18:41.351729
ED    2,99.00%,Erik S. Frankel,(Republican),123,AD 51,2024-11-07_14:18:41.351729
ED    2,99.00%,Erik S. Frankel,(Conservative),16,AD 51,2024-11-07_14:18:41.351729
ED    2,99.00%,Marcela Mitaynes,(Working Families),44,AD 51,2024-11-07_14:18:41.351729
ED    2,99.00%,WRITE-IN,&nbsp,10,AD 51,2024-11-07_14:18:41.351729
ED    3,99.00%,Marcela Mitaynes,(Democratic),133,AD 51,2024-11-07_14:18:41.351729
ED    3,99.00%,Erik S. Frankel,(Republican),144,AD 51,2024-11-07_14:18:41.351729
ED    3,99.00%,Erik S. Frankel,(Conservative),11,AD 51,2024-11-07_14:18:41.351729
ED    3,99.00%,Marcela Mitaynes,(Working Families),7,AD 51,2024-11-07_14:18:41.351729
ED    3,99.00%,WRITE-IN,&nbsp,0,AD 51,2024-11-07_14:18:41.351729
ED    4,99.00%,Marcela Mitaynes,(Democratic),133,AD 51,2024-11-07_14:18:41.351729
ED    4,99.00%,Erik S. Frankel,(Republican),169,AD 51,2024-11-07_14:18:41.351729
ED    4,99.00%,Erik S. Frankel,(Conservative),7,AD 51,2024-11-07_14:18:41.351729
ED    4,99.00%,Marcela Mitaynes,(Working Families),12,AD 51,2024-11-07_14:18:41.351729
ED    4,99.00%,WRITE-IN,&nbsp,0,AD 51,2024-11-07_14:18:41.351729
ED    5,99.00%,Marcela Mitaynes,(Democratic),145,AD 51,2024-11-07_14:18:41.351729
ED    5,99.00%,Erik S. Frankel,(Republican),92,AD 51,2024-11-07_14:18:41.351729
ED    5,99.00%,Erik S. Frankel,(Conservative),14,AD 51,2024-11-07_14:18:41.351729
ED    5,99.00%,Marcela Mitaynes,(Working Families),19,AD 51,2024-11-07_14:18:41.351729
ED    5,99.00%,WRITE-IN,&nbsp,1,AD 51,2024-11-07_14:18:41.351729
ED    6,99.00%,Marcela Mitaynes,(Democratic),308,AD 51,2024-11-07_14:18:41.351729
ED    6,99.00%,Erik S. Frankel,(Republican),110,AD 51,2024-11-07_14:18:41.351729
ED    6,99.00%,Erik S. Frankel,(Conservative),19,AD 51,2024-11-07_14:18:41.351729
ED    6,99.00%,Marcela Mitaynes,(Working Families),42,AD 51,2024-11-07_14:18:41.351729
ED    6,99.00%,WRITE-IN,&nbsp,3,AD 51,2024-11-07_14:18:41.351729
ED    7,83.33%,Marcela Mitaynes,(Democratic),275,AD 51,2024-11-07_14:18:41.351729
ED    7,83.33%,Erik S. Frankel,(Republican),116,AD 51,2024-11-07_14:18:41.351729
ED    7,83.33%,Erik S. Frankel,(Conservative),18,AD 51,2024-11-07_14:18:41.351729
ED    7,83.33%,Marcela Mitaynes,(Working Families),54,AD 51,2024-11-07_14:18:41.351729
ED    7,83.33%,WRITE-IN,&nbsp,2,AD 51,2024-11-07_14:18:41.351729
ED    8,83.33%,Marcela Mitaynes,(Democratic),279,AD 51,2024-11-07_14:18:41.351729
ED    8,83.33%,Erik S. Frankel,(Republican),116,AD 51,2024-11-07_14:18:41.351729
ED    8,83.33%,Erik S. Frankel,(Conservative),15,AD 51,2024-11-07_14:18:41.351729
ED    8,83.33%,Marcela Mitaynes,(Working Families),64,AD 51,2024-11-07_14:18:41.351729
ED    8,83.33%,WRITE-IN,&nbsp,0,AD 51,2024-11-07_14:18:41.351729
ED    9,99.00%,Marcela Mitaynes,(Democratic),263,AD 51,2024-11-07_14:18:41.351729
ED    9,99.00%,Erik S. Frankel,(Republican),152,AD 51,2024-11-07_14:18:41.351729
ED    9,99.00%,Erik S. Frankel,(Conservative),17,AD 51,2024-11-07_14:18:41.351729
ED    9,99.00%,Marcela Mitaynes,(Working Families),48,AD 51,2024-11-07_14:18:41.351729
ED    9,99.00%,WRITE-IN,&nbsp,0,AD 51,2024-11-07_14:18:41.351729
ED   10,99.00%,Marcela Mitaynes,(Democratic),139,AD 51,2024-11-07_14:18:41.351729
ED   10,99.00%,Erik S. Frankel,(Republican),103,AD 51,2024-11-07_14:18:41.351729
ED   10,99.00%,Erik S. Frankel,(Conservative),11,AD 51,2024-11-07_14:18:41.351729
ED   10,99.00%,Marcela Mitaynes,(Working Families),32,AD 51,2024-11-07_14:18:41.351729
ED   10,99.00%,WRITE-IN,&nbsp,1,AD 51,2024-11-07_14:18:41.351729
ED   11,99.00%,Marcela Mitaynes,(Democratic),326,AD 51,2024-11-07_14:18:41.351729
ED   11,99.00%,Erik S. Frankel,(Republican),114,AD 51,2024-11-07_14:18:41.351729
ED   11,99.00%,Erik S. Frankel,(Conservative),22,AD 51,2024-11-07_14:18:41.351729
ED   11,99.00%,Marcela Mitaynes,(Working Families),54,AD 51,2024-11-07_14:18:41.351729
ED   11,99.00%,WRITE-IN,&nbsp,2,AD 51,2024-11-07_14:18:41.351729
ED   12,99.00%,Marcela Mitaynes,(Democratic),205,AD 51,2024-11-07_14:18:41.351729
ED   12,99.00%,Erik S. Frankel,(Republican),111,AD 51,2024-11-07_14:18:41.351729
ED   12,99.00%,Erik S. Frankel,(Conservative),16,AD 51,2024-11-07_14:18:41.351729
ED   12,99.00%,Marcela Mitaynes,(Working Families),30,AD 51,2024-11-07_14:18:41.351729
ED   12,99.00%,WRITE-IN,&nbsp,1,AD 51,2024-11-07_14:18:41.351729
ED   13,99.00%,Marcela Mitaynes,(Democratic),301,AD 51,2024-11-07_14:18:41.351729
ED   13,99.00%,Erik S. Frankel,(Republican),117,AD 51,2024-11-07_14:18:41.351729
ED   13,99.00%,Erik S. Frankel,(Conservative),20,AD 51,2024-11-07_14:18:41.351729
ED   13,99.00%,Marcela Mitaynes,(Working Families),68,AD 51,2024-11-07_14:18:41.351729
ED   13,99.00%,WRITE-IN,&nbsp,1,AD 51,2024-11-07_14:18:41.351729
ED   14,99.00%,Marcela Mitaynes,(Democratic),324,AD 51,2024-11-07_14:18:41.351729
ED   14,99.00%,Erik S. Frankel,(Republican),132,AD 51,2024-11-07_14:18:41.351729
ED   14,99.00%,Erik S. Frankel,(Conservative),17,AD 51,2024-11-07_14:18:41.351729
ED   14,99.00%,Marcela Mitaynes,(Working Families),54,AD 51,2024-11-07_14:18:41.351729
ED   14,99.00%,WRITE-IN,&nbsp,3,AD 51,2024-11-07_14:18:41.351729
ED   15,99.00%,Marcela Mitaynes,(Democratic),314,AD 51,2024-11-07_14:18:41.351729
ED   15,99.00%,Erik S. Frankel,(Republican),134,AD 51,2024-11-07_14:18:41.351729
ED   15,99.00%,Erik S. Frankel,(Conservative),19,AD 51,2024-11-07_14:18:41.351729
ED   15,99.00%,Marcela Mitaynes,(Working Families),57,AD 51,2024-11-07_14:18:41.351729
ED   15,99.00%,WRITE-IN,&nbsp,4,AD 51,2024-11-07_14:18:41.351729
ED   16,99.00%,Marcela Mitaynes,(Democratic),346,AD 51,2024-11-07_14:18:41.351729
ED   16,99.00%,Erik S. Frankel,(Republican),174,AD 51,2024-11-07_14:18:41.351729
ED   16,99.00%,Erik S. Frankel,(Conservative),20,AD 51,2024-11-07_14:18:41.351729
ED   16,99.00%,Marcela Mitaynes,(Working Families),58,AD 51,2024-11-07_14:18:41.351729
ED   16,99.00%,WRITE-IN,&nbsp,1,AD 51,2024-11-07_14:18:41.351729
ED   17,99.00%,Marcela Mitaynes,(Democratic),294,AD 51,2024-11-07_14:18:41.351729
ED   17,99.00%,Erik S. Frankel,(Republican),109,AD 51,2024-11-07_14:18:41.351729
ED   17,99.00%,Erik S. Frankel,(Conservative),20,AD 51,2024-11-07_14:18:41.351729
ED   17,99.00%,Marcela Mitaynes,(Working Families),92,AD 51,2024-11-07_14:18:41.351729
ED   17,99.00%,WRITE-IN,&nbsp,0,AD 51,2024-11-07_14:18:41.351729
ED   18,99.00%,Marcela Mitaynes,(Democratic),386,AD 51,2024-11-07_14:18:41.351729
ED   18,99.00%,Erik S. Frankel,(Republican),122,AD 51,2024-11-07_14:18:41.351729
ED   18,99.00%,Erik S. Frankel,(Conservative),17,AD 51,2024-11-07_14:18:41.351729
ED   18,99.00%,Marcela Mitaynes,(Working Families),154,AD 51,2024-11-07_14:18:41.351729
ED   18,99.00%,WRITE-IN,&nbsp,2,AD 51,2024-11-07_14:18:41.351729
ED   19,99.00%,Marcela Mitaynes,(Democratic),368,AD 51,2024-11-07_14:18:41.351729
ED   19,99.00%,Erik S. Frankel,(Republican),119,AD 51,2024-11-07_14:18:41.351729
ED   19,99.00%,Erik S. Frankel,(Conservative),15,AD 51,2024-11-07_14:18:41.351729
ED   19,99.00%,Marcela Mitaynes,(Working Families),98,AD 51,2024-11-07_14:18:41.351729
ED   19,99.00%,WRITE-IN,&nbsp,3,AD 51,2024-11-07_14:18:41.351729
ED   20,99.00%,Marcela Mitaynes,(Democratic),318,AD 51,2024-11-07_14:18:41.351729
ED   20,99.00%,Erik S. Frankel,(Republican),90,AD 51,2024-11-07_14:18:41.351729
ED   20,99.00%,Erik S. Frankel,(Conservative),16,AD 51,2024-11-07_14:18:41.351729
