AD_num,reported,candidate,party,votes,scrape_time
AD   28,95.24%,Michael N. Gianaris,(Democratic),702,2024-11-07_14:07:43.116539
AD   28,95.24%,Han-Khon To,(Republican),568,2024-11-07_14:07:43.116539
AD   28,95.24%,Michael N. Gianaris,(Working Families),167,2024-11-07_14:07:43.116539
AD   28,95.24%,WRITE-IN,,3,2024-11-07_14:07:43.116539
AD   30,99.00%,Michael N. Gianaris,(Democratic),13511,2024-11-07_14:07:43.116539
AD   30,99.00%,Han-Khon To,(Republican),9498,2024-11-07_14:07:43.116539
AD   30,99.00%,Michael N. Gianaris,(Working Families),1730,2024-11-07_14:07:43.116539
AD   30,99.00%,WRITE-IN,,84,2024-11-07_14:07:43.116539
AD   34,99.00%,Michael N. Gianaris,(Democratic),8173,2024-11-07_14:07:43.116539
AD   34,99.00%,Han-Khon To,(Republican),3800,2024-11-07_14:07:43.116539
AD   34,99.00%,Michael N. Gianaris,(Working Families),1886,2024-11-07_14:07:43.116539
AD   34,99.00%,WRITE-IN,,44,2024-11-07_14:07:43.116539
AD   35,99.00%,Michael N. Gianaris,(Democratic),0,2024-11-07_14:07:43.116539
AD   35,99.00%,Han-Khon To,(Republican),0,2024-11-07_14:07:43.116539
AD   35,99.00%,Michael N. Gianaris,(Working Families),0,2024-11-07_14:07:43.116539
AD   35,99.00%,WRITE-IN,,0,2024-11-07_14:07:43.116539
AD   36,99.00%,Michael N. Gianaris,(Democratic),2485,2024-11-07_14:07:43.116539
AD   36,99.00%,Han-Khon To,(Republican),939,2024-11-07_14:07:43.116539
AD   36,99.00%,Michael N. Gianaris,(Working Families),649,2024-11-07_14:07:43.116539
AD   36,99.00%,WRITE-IN,,14,2024-11-07_14:07:43.116539
AD   37,97.94%,Michael N. Gianaris,(Democratic),15818,2024-11-07_14:07:43.116539
AD   37,97.94%,Han-Khon To,(Republican),8684,2024-11-07_14:07:43.116539
AD   37,97.94%,Michael N. Gianaris,(Working Families),4021,2024-11-07_14:07:43.116539
AD   37,97.94%,WRITE-IN,,98,2024-11-07_14:07:43.116539
AD   38,96.00%,Michael N. Gianaris,(Democratic),3215,2024-11-07_14:07:43.116539
AD   38,96.00%,Han-Khon To,(Republican),2314,2024-11-07_14:07:43.116539
AD   38,96.00%,Michael N. Gianaris,(Working Families),774,2024-11-07_14:07:43.116539
AD   38,96.00%,WRITE-IN,,16,2024-11-07_14:07:43.116539
AD   39,99.00%,Michael N. Gianaris,(Democratic),1141,2024-11-07_14:07:43.116539
AD   39,99.00%,Han-Khon To,(Republican),807,2024-11-07_14:07:43.116539
AD   39,99.00%,Michael N. Gianaris,(Working Families),101,2024-11-07_14:07:43.116539
AD   39,99.00%,WRITE-IN,,13,2024-11-07_14:07:43.116539
AD   54,99.00%,Michael N. Gianaris,(Democratic),1,2024-11-07_14:07:43.116539
AD   54,99.00%,Han-Khon To,(Republican),2,2024-11-07_14:07:43.116539
AD   54,99.00%,Michael N. Gianaris,(Working Families),0,2024-11-07_14:07:43.116539
AD   54,99.00%,WRITE-IN,,0,2024-11-07_14:07:43.116539
Total,,Michael N. Gianaris,(Democratic),45046,2024-11-07_14:07:43.116539
Total,,Han-Khon To,(Republican),26612,2024-11-07_14:07:43.116539
Total,,Michael N. Gianaris,(Working Families),9328,2024-11-07_14:07:43.116539
Total,,WRITE-IN,,272,2024-11-07_14:07:43.116539
