ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    1,99.00%,Michael Benedetto,(Democratic),443,AD 82,2024-11-07_14:09:01.749051
ED    1,99.00%,Juan De la Cruz,(Republican),407,AD 82,2024-11-07_14:09:01.749051
ED    1,99.00%,Juan De la Cruz,(Conservative),37,AD 82,2024-11-07_14:09:01.749051
ED    1,99.00%,WRITE-IN,&nbsp,1,AD 82,2024-11-07_14:09:01.749051
ED    2,99.00%,Michael Benedetto,(Democratic),134,AD 82,2024-11-07_14:09:01.749051
ED    2,99.00%,Juan De la Cruz,(Republican),186,AD 82,2024-11-07_14:09:01.749051
ED    2,99.00%,Juan De la Cruz,(Conservative),24,AD 82,2024-11-07_14:09:01.749051
ED    2,99.00%,WRITE-IN,&nbsp,1,AD 82,2024-11-07_14:09:01.749051
ED    3,99.00%,Michael Benedetto,(Democratic),382,AD 82,2024-11-07_14:09:01.749051
ED    3,99.00%,Juan De la Cruz,(Republican),273,AD 82,2024-11-07_14:09:01.749051
ED    3,99.00%,Juan De la Cruz,(Conservative),28,AD 82,2024-11-07_14:09:01.749051
ED    3,99.00%,WRITE-IN,&nbsp,0,AD 82,2024-11-07_14:09:01.749051
ED    4,99.00%,Michael Benedetto,(Democratic),378,AD 82,2024-11-07_14:09:01.749051
ED    4,99.00%,Juan De la Cruz,(Republican),263,AD 82,2024-11-07_14:09:01.749051
ED    4,99.00%,Juan De la Cruz,(Conservative),28,AD 82,2024-11-07_14:09:01.749051
ED    4,99.00%,WRITE-IN,&nbsp,0,AD 82,2024-11-07_14:09:01.749051
ED    5,99.00%,Michael Benedetto,(Democratic),299,AD 82,2024-11-07_14:09:01.749051
ED    5,99.00%,Juan De la Cruz,(Republican),227,AD 82,2024-11-07_14:09:01.749051
ED    5,99.00%,Juan De la Cruz,(Conservative),14,AD 82,2024-11-07_14:09:01.749051
ED    5,99.00%,WRITE-IN,&nbsp,0,AD 82,2024-11-07_14:09:01.749051
ED    6,99.00%,Michael Benedetto,(Democratic),337,AD 82,2024-11-07_14:09:01.749051
ED    6,99.00%,Juan De la Cruz,(Republican),391,AD 82,2024-11-07_14:09:01.749051
ED    6,99.00%,Juan De la Cruz,(Conservative),14,AD 82,2024-11-07_14:09:01.749051
