ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    3,99.00%,Jessica Ramos,(Democratic),81,AD 30,2024-11-07_14:07:44.964997
ED    3,99.00%,Jessica Ramos,(Working Families),31,AD 30,2024-11-07_14:07:44.964997
ED    3,99.00%,WRITE-IN,&nbsp,3,AD 30,2024-11-07_14:07:44.964997
ED    4,99.00%,Jessica Ramos,(Democratic),356,AD 30,2024-11-07_14:07:44.964997
ED    4,99.00%,Jessica Ramos,(Working Families),49,AD 30,2024-11-07_14:07:44.964997
ED    4,99.00%,WRITE-IN,&nbsp,6,AD 30,2024-11-07_14:07:44.964997
ED   14,99.00%,Jessica Ramos,(Democratic),74,AD 30,2024-11-07_14:07:44.964997
ED   14,99.00%,Jessica Ramos,(Working Families),11,AD 30,2024-11-07_14:07:44.964997
ED   14,99.00%,WRITE-IN,&nbsp,0,AD 30,2024-11-07_14:07:44.964997
ED   15,99.00%,Jessica Ramos,(Democratic),58,AD 30,2024-11-07_14:07:44.964997
ED   15,99.00%,Jessica Ramos,(Working Families),11,AD 30,2024-11-07_14:07:44.964997
ED   15,99.00%,WRITE-IN,&nbsp,2,AD 30,2024-11-07_14:07:44.964997
ED   40,99.00%,Jessica Ramos,(Democratic),506,AD 30,2024-11-07_14:07:44.964997
ED   40,99.00%,Jessica Ramos,(Working Families),74,AD 30,2024-11-07_14:07:44.964997
ED   40,99.00%,WRITE-IN,&nbsp,12,AD 30,2024-11-07_14:07:44.964997
ED   41,99.00%,Jessica Ramos,(Democratic),470,AD 30,2024-11-07_14:07:44.964997
ED   41,99.00%,Jessica Ramos,(Working Families),114,AD 30,2024-11-07_14:07:44.964997
ED   41,99.00%,WRITE-IN,&nbsp,5,AD 30,2024-11-07_14:07:44.964997
ED   46,99.00%,Jessica Ramos,(Democratic),431,AD 30,2024-11-07_14:07:44.964997
ED   46,99.00%,Jessica Ramos,(Working Families),83,AD 30,2024-11-07_14:07:44.964997
ED   46,99.00%,WRITE-IN,&nbsp,15,AD 30,2024-11-07_14:07:44.964997
ED   47,72.73%,Jessica Ramos,(Democratic),128,AD 30,2024-11-07_14:07:44.964997
ED   47,72.73%,Jessica Ramos,(Working Families),36,AD 30,2024-11-07_14:07:44.964997
ED   47,72.73%,WRITE-IN,&nbsp,5,AD 30,2024-11-07_14:07:44.964997
Total,,Jessica Ramos,(Democratic),2104,AD 30,2024-11-07_14:07:44.964997
Total,,Jessica Ramos,(Working Families),409,AD 30,2024-11-07_14:07:44.964997
Total,,WRITE-IN,&nbsp,48,AD 30,2024-11-07_14:07:44.964997
ED    2,99.00%,Jessica Ramos,(Democratic),111,AD 34,2024-11-07_14:07:44.964997
ED    2,99.00%,Jessica Ramos,(Working Families),29,AD 34,2024-11-07_14:07:44.964997
