AD_num,reported,candidate,party,votes,scrape_time
AD   43,99.00%,Jammel Thompson,(Democratic),78,2025-07-02_13:53:49.940007
AD   43,99.00%,Lawman Lynch,(Democratic),82,2025-07-02_13:53:49.940007
AD   43,99.00%,Jamell Henderson,(Democratic),21,2025-07-02_13:53:49.940007
AD   43,99.00%,Eli Brown,(Democratic),46,2025-07-02_13:53:49.940007
AD   43,99.00%,Clifton A. Hinton,(Democratic),5,2025-07-02_13:53:49.940007
AD   43,99.00%,Darlene Mealy,(Democratic),297,2025-07-02_13:53:49.940007
AD   43,99.00%,Bianca Cunningham,(Democratic),79,2025-07-02_13:53:49.940007
AD   43,99.00%,Dante Arnwine,(Democratic),24,2025-07-02_13:53:49.940007
AD   43,99.00%,WRITE-IN,,21,2025-07-02_13:53:49.940007
AD   55,98.63%,Jammel Thompson,(Democratic),1222,2025-07-02_13:53:49.940007
AD   55,98.63%,Lawman Lynch,(Democratic),1352,2025-07-02_13:53:49.940007
AD   55,98.63%,Jamell Henderson,(Democratic),549,2025-07-02_13:53:49.940007
AD   55,98.63%,Eli Brown,(Democratic),342,2025-07-02_13:53:49.940007
AD   55,98.63%,Clifton A. Hinton,(Democratic),99,2025-07-02_13:53:49.940007
AD   55,98.63%,Darlene Mealy,(Democratic),3699,2025-07-02_13:53:49.940007
AD   55,98.63%,Bianca Cunningham,(Democratic),1126,2025-07-02_13:53:49.940007
AD   55,98.63%,Dante Arnwine,(Democratic),354,2025-07-02_13:53:49.940007
AD   55,98.63%,WRITE-IN,,23,2025-07-02_13:53:49.940007
AD   56,95.45%,Jammel Thompson,(Democratic),285,2025-07-02_13:53:49.940007
AD   56,95.45%,Lawman Lynch,(Democratic),308,2025-07-02_13:53:49.940007
AD   56,95.45%,Jamell Henderson,(Democratic),212,2025-07-02_13:53:49.940007
AD   56,95.45%,Eli Brown,(Democratic),78,2025-07-02_13:53:49.940007
AD   56,95.45%,Clifton A. Hinton,(Democratic),14,2025-07-02_13:53:49.940007
AD   56,95.45%,Darlene Mealy,(Democratic),740,2025-07-02_13:53:49.940007
AD   56,95.45%,Bianca Cunningham,(Democratic),449,2025-07-02_13:53:49.940007
AD   56,95.45%,Dante Arnwine,(Democratic),114,2025-07-02_13:53:49.940007
AD   56,95.45%,WRITE-IN,,11,2025-07-02_13:53:49.940007
AD   58,99.00%,Jammel Thompson,(Democratic),472,2025-07-02_13:53:49.940007
AD   58,99.00%,Lawman Lynch,(Democratic),642,2025-07-02_13:53:49.940007
AD   58,99.00%,Jamell Henderson,(Democratic),137,2025-07-02_13:53:49.940007
AD   58,99.00%,Eli Brown,(Democratic),87,2025-07-02_13:53:49.940007
AD   58,99.00%,Clifton A. Hinton,(Democratic),45,2025-07-02_13:53:49.940007
AD   58,99.00%,Darlene Mealy,(Democratic),1867,2025-07-02_13:53:49.940007
AD   58,99.00%,Bianca Cunningham,(Democratic),275,2025-07-02_13:53:49.940007
AD   58,99.00%,Dante Arnwine,(Democratic),107,2025-07-02_13:53:49.940007
AD   58,99.00%,WRITE-IN,,9,2025-07-02_13:53:49.940007
Total,,Jammel Thompson,(Democratic),2057,2025-07-02_13:53:49.940007
Total,,Lawman Lynch,(Democratic),2384,2025-07-02_13:53:49.940007
Total,,Jamell Henderson,(Democratic),919,2025-07-02_13:53:49.940007
Total,,Eli Brown,(Democratic),553,2025-07-02_13:53:49.940007
Total,,Clifton A. Hinton,(Democratic),163,2025-07-02_13:53:49.940007
Total,,Darlene Mealy,(Democratic),6603,2025-07-02_13:53:49.940007
Total,,Bianca Cunningham,(Democratic),1929,2025-07-02_13:53:49.940007
Total,,Dante Arnwine,(Democratic),599,2025-07-02_13:53:49.940007
Total,,WRITE-IN,,64,2025-07-02_13:53:49.940007
