AD_num,reported,candidate,party,votes,scrape_time
AD   24,96.97%,Toby Ann Stavisky,(Democratic),9664,2024-11-13_13:13:33.973913
AD   24,96.97%,Yiatin Chu,(Republican),5954,2024-11-13_13:13:33.973913
AD   24,96.97%,Yiatin Chu,(Conservative),535,2024-11-13_13:13:33.973913
AD   24,96.97%,Toby Ann Stavisky,(Working Families),545,2024-11-13_13:13:33.973913
AD   24,96.97%,WRITE-IN,,96,2024-11-13_13:13:33.973913
AD   25,99.00%,Toby Ann Stavisky,(Democratic),750,2024-11-13_13:13:33.973913
AD   25,99.00%,Yiatin Chu,(Republican),532,2024-11-13_13:13:33.973913
AD   25,99.00%,Yiatin Chu,(Conservative),52,2024-11-13_13:13:33.973913
AD   25,99.00%,Toby Ann Stavisky,(Working Families),51,2024-11-13_13:13:33.973913
AD   25,99.00%,WRITE-IN,,7,2024-11-13_13:13:33.973913
AD   26,96.39%,Toby Ann Stavisky,(Democratic),14266,2024-11-13_13:13:33.973913
AD   26,96.39%,Yiatin Chu,(Republican),12437,2024-11-13_13:13:33.973913
AD   26,96.39%,Yiatin Chu,(Conservative),1189,2024-11-13_13:13:33.973913
AD   26,96.39%,Toby Ann Stavisky,(Working Families),754,2024-11-13_13:13:33.973913
AD   26,96.39%,WRITE-IN,,55,2024-11-13_13:13:33.973913
AD   27,98.11%,Toby Ann Stavisky,(Democratic),4698,2024-11-13_13:13:33.973913
AD   27,98.11%,Yiatin Chu,(Republican),8293,2024-11-13_13:13:33.973913
AD   27,98.11%,Yiatin Chu,(Conservative),638,2024-11-13_13:13:33.973913
AD   27,98.11%,Toby Ann Stavisky,(Working Families),400,2024-11-13_13:13:33.973913
AD   27,98.11%,WRITE-IN,,26,2024-11-13_13:13:33.973913
AD   29,97.62%,Toby Ann Stavisky,(Democratic),6015,2024-11-13_13:13:33.973913
AD   29,97.62%,Yiatin Chu,(Republican),2775,2024-11-13_13:13:33.973913
AD   29,97.62%,Yiatin Chu,(Conservative),180,2024-11-13_13:13:33.973913
AD   29,97.62%,Toby Ann Stavisky,(Working Families),217,2024-11-13_13:13:33.973913
AD   29,97.62%,WRITE-IN,,75,2024-11-13_13:13:33.973913
AD   32,99.00%,Toby Ann Stavisky,(Democratic),281,2024-11-13_13:13:33.973913
AD   32,99.00%,Yiatin Chu,(Republican),133,2024-11-13_13:13:33.973913
AD   32,99.00%,Yiatin Chu,(Conservative),5,2024-11-13_13:13:33.973913
AD   32,99.00%,Toby Ann Stavisky,(Working Families),11,2024-11-13_13:13:33.973913
AD   32,99.00%,WRITE-IN,,9,2024-11-13_13:13:33.973913
AD   33,92.11%,Toby Ann Stavisky,(Democratic),9500,2024-11-13_13:13:33.973913
AD   33,92.11%,Yiatin Chu,(Republican),6218,2024-11-13_13:13:33.973913
AD   33,92.11%,Yiatin Chu,(Conservative),541,2024-11-13_13:13:33.973913
AD   33,92.11%,Toby Ann Stavisky,(Working Families),469,2024-11-13_13:13:33.973913
AD   33,92.11%,WRITE-IN,,103,2024-11-13_13:13:33.973913
AD   34,99.00%,Toby Ann Stavisky,(Democratic),1228,2024-11-13_13:13:33.973913
AD   34,99.00%,Yiatin Chu,(Republican),998,2024-11-13_13:13:33.973913
AD   34,99.00%,Yiatin Chu,(Conservative),65,2024-11-13_13:13:33.973913
AD   34,99.00%,Toby Ann Stavisky,(Working Families),203,2024-11-13_13:13:33.973913
AD   34,99.00%,WRITE-IN,,13,2024-11-13_13:13:33.973913
AD   35,99.00%,Toby Ann Stavisky,(Democratic),525,2024-11-13_13:13:33.973913
AD   35,99.00%,Yiatin Chu,(Republican),705,2024-11-13_13:13:33.973913
AD   35,99.00%,Yiatin Chu,(Conservative),27,2024-11-13_13:13:33.973913
AD   35,99.00%,Toby Ann Stavisky,(Working Families),67,2024-11-13_13:13:33.973913
AD   35,99.00%,WRITE-IN,,2,2024-11-13_13:13:33.973913
AD   36,99.00%,Toby Ann Stavisky,(Democratic),939,2024-11-13_13:13:33.973913
AD   36,99.00%,Yiatin Chu,(Republican),609,2024-11-13_13:13:33.973913
AD   36,99.00%,Yiatin Chu,(Conservative),41,2024-11-13_13:13:33.973913
AD   36,99.00%,Toby Ann Stavisky,(Working Families),179,2024-11-13_13:13:33.973913
AD   36,99.00%,WRITE-IN,,16,2024-11-13_13:13:33.973913
AD   40,95.83%,Toby Ann Stavisky,(Democratic),1128,2024-11-13_13:13:33.973913
AD   40,95.83%,Yiatin Chu,(Republican),2348,2024-11-13_13:13:33.973913
AD   40,95.83%,Yiatin Chu,(Conservative),163,2024-11-13_13:13:33.973913
AD   40,95.83%,Toby Ann Stavisky,(Working Families),86,2024-11-13_13:13:33.973913
AD   40,95.83%,WRITE-IN,,2,2024-11-13_13:13:33.973913
AD   85,99.00%,Toby Ann Stavisky,(Democratic),0,2024-11-13_13:13:33.973913
AD   85,99.00%,Yiatin Chu,(Republican),1,2024-11-13_13:13:33.973913
AD   85,99.00%,Yiatin Chu,(Conservative),0,2024-11-13_13:13:33.973913
AD   85,99.00%,Toby Ann Stavisky,(Working Families),0,2024-11-13_13:13:33.973913
AD   85,99.00%,WRITE-IN,,0,2024-11-13_13:13:33.973913
Total,,Toby Ann Stavisky,(Democratic),48994,2024-11-13_13:13:33.973913
Total,,Yiatin Chu,(Republican),41003,2024-11-13_13:13:33.973913
Total,,Yiatin Chu,(Conservative),3436,2024-11-13_13:13:33.973913
Total,,Toby Ann Stavisky,(Working Families),2982,2024-11-13_13:13:33.973913
Total,,WRITE-IN,,404,2024-11-13_13:13:33.973913
